Movie,Critic Name,Critic Rating,Critic Original Score,Critic Text,Critic Date
A Million Miles Away,Mae Abdulbaki,fresh,2.5/5,"A Million Miles Away is genuine in its story, but it’s so laser-focused on José Hernández's space goals that it forgets to explore his inner life.","Sep 15, 2023"
A Million Miles Away,Matthew Pejkovic,fresh,4/5,Exemplifies the American dream in all its best facets.,"Sep 15, 2023"
A Million Miles Away,Casey Chong,fresh,7/10,Michael Peña shines in this clichéd but inspiring and well-acted biopic.,"Sep 15, 2023"
Flora and Son,Bob Bloom,fresh,3.5/4,"'Flora and Son,' directed by Irish filmmaker John Carney, is a simple story; no flourishes, no distracting subplots. It’s as simple as a three-chord song.","Oct 2, 2023"
Flora and Son,Christian Toto,fresh,3/4,John Carney's latest ode to music's transformative power is a winner.,"Oct 2, 2023"
Flora and Son,Candice McMillan,fresh,,"Original, inventive and contagiously charming ... but it will be the undoubted takeaway [from Flora and Son] that Eve Hewson is, unequivocally, a star on the rise.","Oct 2, 2023"
Flora and Son,Eric Marchen,rotten,C+,Flora and Son has Carney playing the hits despite being out of tune.,"Oct 1, 2023"
Flora and Son,Linda and Al Lerner,fresh,,"Writer/Director Carney creates a film that evolves the arc of his two troubled main characters. And it builds to a special performance by team Flora and Son which becomes a charming, Irish, contemporary, musical fairy tale.","Sep 30, 2023"
Flora and Son,Joe Friar,fresh,3.5/4,Carney hits all the right notes as the filmmaker uses the power of music to heal the relationship between a single mother and her distant teenage son. Hewson and Kinlan are terrific. Flora and Son hits all the right notes. A charmer.,"Sep 30, 2023"
Flora and Son,Tynan Yanaga,fresh,,It slots just under my favorite Carney films while still maintaining all the creative heart and spirit I’ve admired in his work from the very beginning.,"Sep 30, 2023"
Flora and Son,Casey Chong,fresh,3.5/5,John Carney’s latest movie [is] a delight worth checking out.,"Sep 30, 2023"
Flora and Son,Allyson Johnson,fresh,6/10,"Flora and Son might get lost admits the story it’s trying to tell, but Hewson is always captivating. It’s a shame then that the songs written for the film or the film itself couldn’t keep up with its star’s radiance.","Sep 30, 2023"
Flora and Son,Jeff Mitchell,fresh,2.5/4,"'Flora and Son' is not as moving as 'Once' and not as fun as 'Sing Street', but Hewson and Gordon-Levitt share warm chemistry and a beautiful song.  Let's get this duo on tour.  Sign me up for that concert!","Sep 30, 2023"
Flora and Son,Farah Cheded,fresh,,"There's real charm — and some compelling ideas about the magic of music — in here, especially once the film gets past its shaky first third and unabashedly embraces its feel-good heart.","Sep 30, 2023"
Flora and Son,John Serba,fresh,,Flora and Son offers acutely earnest storytelling that finds the squishy spot behind your emotional barriers and tickles it – and it feels pretty damn good.,"Sep 29, 2023"
Flora and Son,Kevin Carr,rotten,1/4,"It’s heart is in the right place, but the characters are inherently unlikable, topped off with one of the most pretentious and smug Joseph Gordon-Levitt performances ever put to screen.","Sep 29, 2023"
Flora and Son,David Lynch,fresh,,"""Things ultimately work out a bit too succinctly, even suddenly, in a climactic performance that unnecessarily reaches beyond the movie’s own world. But music remains the magical element of Carney’s universe.""","Sep 29, 2023"
Flora and Son,G. Allen Johnson,fresh,3/4,"Resistance to this emotional, melancholic gem is futile.","Sep 29, 2023"
Flora and Son,James Verniere,fresh,A-,"John Carney (""Once"") does it again. Hewson is glorious in title role.","Sep 29, 2023"
Flora and Son,Brett McCracken,fresh,,"Wisely, Flora and Son suggests something better than technology or art as an anchor for meaning in a secular age: family.","Sep 29, 2023"
Flora and Son,Jason Fraley,fresh,4/5,"When the final title card flashes up onto the screen, it almost comes as a surprise because we've become so swept up in the story. Ultimately, that's the biggest compliment one can give a film: to say that it flies by. It means that it's working.","Sep 29, 2023"
Flora and Son,Patrick McDonald,fresh,4/5,"John Carney, who wrote/directed the Irish-based musical film ONCE, puts the same spirit in this film … a combination of working class grit and musical redemption. As a part time musician, I can attest it’s music that sets us free. Joe Gordon-Levitt sings!","Sep 29, 2023"
Flora and Son,Shikhar Verma,fresh,,"Flora and Son shines when the music brings these seemingly dissimilar characters together. The power of collaboration rises supreme, and you get a product that is further uplifted by Eve Hewson, who commands the screen like a champion.","Sep 29, 2023"
Guy Ritchies the Convenant,Brett McCracken,fresh,,"In telling a specific story of wartime camaraderie, the film offers good fodder for discussions of grace, guilt, and the gospel.","Sep 14, 2023"
Guy Ritchies the Convenant,Rick Bentley,fresh,A-,It is a tight drama that looks at the war in Afghanistan in 2018 and its aftermath that works on multiple levels and is so finely written that it flows from beginning to end.,"Aug 9, 2023"
Guy Ritchies the Convenant,Natalia Trzenko,rotten,2/5,"In a film that is supposed to focus on the tragedy of Afghan civilians during and after the war, it is at least disconcerting that the point of view is that of Sergeant Kinley... [Full review in Spanish]","Jul 26, 2023"
Guy Ritchies the Convenant,Zach Pope,rotten,C-,I am really frustrated by this one even as a massive fan of Guy Ritchies...,"Jul 22, 2023"
Guy Ritchies the Convenant,Ezequiel Boetti,fresh,3/5,"The Covenant keeps the attention on the bond and relationship between the two men, and portrays it as a show of humanity amidst the barbaric. [Full review in Spanish]","Jul 20, 2023"
Guy Ritchies the Convenant,Emiliano Basile,fresh,8/10,"With the men's dynamic and their few words, The Covenant could've been a Western (and in a certain way it is). [Full review in Spanish]","Jul 11, 2023"
Guy Ritchies the Convenant,Matt Brunson,fresh,3/4,"The Covenant is also known under its official title Guy Ritchie’s The Covenant, although I suppose a more accurate moniker might be Guy Ritchie’s The Killing Fields.","Jun 27, 2023"
Guy Ritchies the Convenant,Victoria Alexander,fresh,,"Ritchie did not have to put his name in the title of the strongest, most impressive film of his career. It’s a defining showcase that liberates him from his genre. It is Gyllenhaal’s most assured role. A highly realistic war film.","Jun 25, 2023"
Guy Ritchies the Convenant,Douglas Davidson,fresh,3.5/5,"... uses the real-world experiences of many as inspiration for a dramatic wartime tale in which the bonds forged in battle cannot be undone, no matter time and distance.","Jun 20, 2023"
Guy Ritchies the Convenant,Stephen Romei,fresh,3.5/5,Gyllenhaal is good as the intense American sergeant...,"Jun 16, 2023"
Guy Ritchies the Convenant,Graeme Tuckett,fresh,4/5,The Covenant is a disciplined and effective war movie with a real point to make about the civilian workers who were left behind.,"Jun 16, 2023"
Guy Ritchies the Convenant,Erin Free,fresh,17/20,…as entertaining and exciting as it is thought provoking.,"Jun 14, 2023"
Guy Ritchies the Convenant,Catherine Bray,fresh,4/5,"[Gyllenhaal 's] energy is perfect for the relatively sober-minded The Covenant — and allows space for Dar Salim to shine, in a more substantial lead than the majority of his Hollywood roles have afforded him so far.","Jun 7, 2023"
Guy Ritchies the Convenant,Eddie Harrison,fresh,3/5,"…the film’s second half, largely focused Killing Fields-style on Kinney’s attempts to rescue Ahmed, is the exact opposite of the casual betrayal which took place in real life…","Jun 3, 2023"
Guy Ritchies the Convenant,Danny Leigh,fresh,3/5,"Though the movie is fictional, the uncertain fate of thousands of real Afghan interpreters after the hurried 2021 US withdrawal gives it genuine heft.","Jun 2, 2023"
Guy Ritchies the Convenant,Susan Granger,fresh,7/10,"Guy Ritchie's strategically shameful action thriller points an accusatory finger at broken covenants (promises) made to loyal Afghan interpreters/translators by the U.S. Government, leaving them stranded as prime targets for Taliban reprisals.","May 23, 2023"
Guy Ritchies the Convenant,M.N. Miller,fresh,C+,"These set pieces are extraordinarily well done, brutal, and eye-opening to everyday dangers. Still, the final act would have worked better if it dealt with Ahmed's struggle to survive rather than Kinley's guilt and depression.","May 23, 2023"
Guy Ritchies the Convenant,J. Don Birnam,rotten,C,The serious melodrama falters when it becomes little more than an action movie devoid of the melodrama.,"May 23, 2023"
Guy Ritchies the Convenant,Filipe Freitas,fresh,3/5,A searing war drama with considerable edge-of-your-seat moments.,"May 20, 2023"
Guy Ritchies the Convenant,Christy Lemire,fresh,,This feels like a breath of fresh air [for Guy Ritchie]. He is really reinvigorated by paring it down.,"May 17, 2023"
Nowehere,Chris Joyce,fresh,4.5/5,This is a nail-biting and claustrophobic drama that uses the minimalism of its setting to deliver a massive amount of unease.,"Oct 1, 2023"
Nowehere,Marshall Shaffer,rotten,,It’s a standard-issue survival story that has nothing of note to say about the character forced to fend for herself or the society that abandons her.,"Sep 29, 2023"
Nowehere,Amanda Guarragi,fresh,3.5/5,"If you are a fan of thrillers and can only take so many horror elements, then Nowhere is the film for you.","Sep 29, 2023"
Nowehere,Brian Tallerico,fresh,2.5/4,"There are some disappointing choices in the film's directing, but Castillo should make a lot of those easy to overlook.","Sep 29, 2023"
Nowehere,Pramit Chatterjee,rotten,2/5,Albert Pintó and his team of writers feel limited by the premise. At no point in this nearly 2-hour-long running time does it seem like they are trying to push the horizons of a sub-genre that has been explored from every angle.,"Sep 29, 2023"
Nowehere,Teo Bugbee,rotten,,"It’s hard to care about Mía’s efforts to survive when coincidence drives the plot, and the production looks and feels cheap.","Sep 28, 2023"
Nowehere,Brian Orndorf,fresh,B-,It connects with certain offerings of tension and fortitude.,"Sep 27, 2023"
Barbie,Anthony Gagliardi,fresh,,Barbie is a dazzling new instant classic and unlike anything you’ve seen before. It’s the perfect summer movie and one of the funniest of the year.,"Sep 27, 2023"
Barbie,Sara Heredia,fresh,5/5,"Though presented as a funny comedy about the doll that we all know, in reality, it is a very fine and brave portrait of what it means to be a man and a woman today. [Full review in Spanish]","Sep 27, 2023"
Barbie,Michael Calleri,fresh,,"Early-on, ""Barbie” resembles those Frankie Avalon and Annette Funicello beach party movies. It's breezily photographed in pop art colors by Rodrigo Prieto. In Barbieland, the houses don’t have walls and everybody seems happy. Mellow whimsy prevails.","Sep 25, 2023"
Barbie,Yasser Medina,rotten,6/10,"It explores the frailties of masculinity and the post-feminist struggle to escape the matrix of utopian feminism, even though Barbie and Ken's journey of self-discovery sometimes misses the point of fun. [Full review in Spanish]","Sep 22, 2023"
Barbie,John Serba,fresh,,It's the rare film that's as intelligent as it is entertaining.,"Sep 12, 2023"
Barbie,Jeffrey Zhang,fresh,B+,"...[Greta] Gerwig’s pink, plastic epic is infused with its director’s indie spirit and far more cognizant of the toy’s complicated legacy than you might expect.","Sep 11, 2023"
Barbie,Michael Wood,fresh,,"The film gets a little lost at times, as if it had too many storylines to play with and won’t let any of them go... But there are many great jokes in the film.","Sep 7, 2023"
Barbie,Nadine Whitney,fresh,A,Greta Gerwig has created a coming-of-age feminist self-aware masterpiece in Barbie with a heart of gold that both subverts and matches expectations.,"Sep 6, 2023"
Barbie,Caroline Siede,fresh,,"Barbie isn’t as streamlined as my favorite girl comedies, but it’s more thematically ambitious than many of them too. And I’ll take flawed ambition over plastic perfection any day of the week.","Sep 2, 2023"
Barbie,Rick Romancito,fresh,A,"All is peaceful and idyllic, that is until Stereotypical Barbie inexplicably blurts out a passing thought about death.","Sep 2, 2023"
Barbie,Sandeep Sandhu,fresh,3.5/5,"Greta Gerwig's summer blockbuster is well worth watching, but fails to reach the storytelling heights of her previous work.","Aug 31, 2023"
Barbie,Valerie Kalfrin,fresh,,"This funny, eye-catching film sports pitch-perfect performances from Margot Robbie and Ryan Gosling, paying tribute to the iconic toy while skewering the patriarchy and feminist window-dressing.","Aug 29, 2023"
Barbie,Dan Buffa,fresh,A,Gerwig didn’t just make a great movie; it’s something that will buckle the knees and tug hard on the heartstrings for generations of viewers. This is the work of a marvelous filmmaker who knows exactly what she is and wants to do.,"Aug 26, 2023"
Barbie,Robin Holabird,fresh,,"Serious and lightweight at the same time, Barbie proves surprisingly successful, much like the doll that inspired.","Aug 25, 2023"
Barbie,Kathryn Reklis,fresh,,"Barbie is not a perfect movie, but it is a conversation, and a conversation worth having. For me, Barbie brought the unexpected pleasure of finding shared experiences in our fractured, factious age.","Aug 25, 2023"
Barbie,Hannah Anderson,fresh,,"While these existential questions are refreshing in a mainstream movie, the real magic is found in how they move toward maturity: through imperfection and mistake.","Aug 24, 2023"
Barbie,Mikkel Snyder,fresh,,The story is simple and sweet.,"Aug 24, 2023"
Barbie,Ian Bunting,fresh,,"[Gerwig] and partner Noah Baumbach have penned a very clever script that packs in humour, sadness, satire and a powerful feminist message.","Aug 24, 2023"
Barbie,Paul Kanieski,fresh,,"Barbie, the movie, might make a few missteps as a feminist polemic, but it largely succeeds as a gleefully subversive look at the dehumanizing effects of inequality and how a simple idea can change the world.","Aug 23, 2023"
Barbie,Matthew Haynes,fresh,9/10,Barbie is full of laughs and lots of pink! But the one thing that stood out to me the most were the messages within the movie. While the film was very meta in many ways it brought a lot of  much needed women's rights issues to the forefront!,"Aug 23, 2023"
The Machine,John Serba,rotten,,"I’m afraid anyone who isn’t already indoctrinated into the world of Bert “The Machine” Kreischer will struggle to find entry via this movie, which is too long, too stupid and not nearly as funny as it thinks it is.","Sep 26, 2023"
The Machine,Kevin Carr,fresh,2.5/4,"On brand with Kresicher’s stand-up persona, the film pulls some punches but manages a workable story and some laugh-out-loud moments.","Aug 18, 2023"
The Machine,Douglas Davidson,fresh,3/5,"Look, ""The Machine"" doesn’t break the mold in terms of how Bert goes from the worst dad to a better human, but it’s entertaining and possesses quite a few surprises thanks to the structure, editing, performances, and action.","Aug 15, 2023"
The Machine,Linda Cook,rotten,2,'The Machine' works as a comedy ... sometimes.,"Jun 12, 2023"
The Machine,Louisa Moore,fresh,,"Nothing about this comedy should’ve worked and it definitely shouldn’t have ended up being as entertaining as it actually is, but here is one of those rare success stories where a little movie plays to its strengths and comes out on top.","Jun 6, 2023"
The Machine,Dennis Schwartz,rotten,C-,A so/so comedy/action film.,"Jun 2, 2023"
The Machine,Alex Maidy,fresh,8/10,"If throat punches and drop-kicked dogs are not up your alley, steer clear. Everyone else, down your drinks and get ready because The Machine is the real deal and deserves to be watched in a theater full of fans ready for big-screen comedy.","Jun 2, 2023"
The Machine,David Nusair,rotten,1.5/4,...the picture begins to adopt a generic action-movie sensibility that grows more and more tiresome as time progresses...,"May 30, 2023"
The Machine,Michael Atkinson,rotten,,"Honestly, the only thing less convincing than Kreischer as some kind of Everyman comedy icon, or as an ersatz action hero, is the idea that he’d have something to teach Russian mobsters about drinking vodka.","May 29, 2023"
The Machine,Jeffrey M. Anderson,rotten,2/5,"This clumsy, chunky movie based loosely on Kreischer's comedy material is meant to be a cut-loose fun time, but it's so lifeless (and long) that it feels more like a painful hangover.","May 29, 2023"
The Machine,Roger Moore,rotten,1/4,"Honestly, I love a good gonzo binge comedy as much as the next guy, and I found almost nothing funny in this.","May 28, 2023"
The Machine,Glenn Kenny,rotten,,"You may wonder, if Kreischer is such a popular stand-up comedian, why he hasn’t done more television and movie acting. Well.","May 27, 2023"
The Machine,Daniel Howat,rotten,5/10,"""The Machine"" is ultimately not funny enough to work as a comedy and not thrilling enough to work as an action movie. It's just a middle-of-the-road movie that perhaps die-hard fans of Kreischer can appreciate more.","May 27, 2023"
The Machine,Peter Gray,fresh,3/5,"Kreischer fans are surely The Machine‘s target audience, and I suspect they’ll gel enthusiastically with his brand of comedy","May 26, 2023"
The Machine,Christian Zilko,rotten,C-,The comic’s preexisting fans should find plenty to love... But anyone who goes in hoping for any kind of literary substance would be better off just reading the nutrition facts on their Junior Mints box.,"May 26, 2023"
The Machine,Robert Kojder,rotten,2/5,Bert Kreischer’s schtick is irritating and gets old fast,"May 26, 2023"
The Machine,Brian Orndorf,rotten,D,"It’s a movie specifically engineered to build Kreischer’s brand, and he’s the least appealing element in it.","May 26, 2023"
The Machine,Todd McCarthy,fresh,,"The Machine is loud, gross, obnoxious and overbearing. It’s also disarming, quick-witted, fast moving and becomes increasingly funny.","May 26, 2023"
The Machine,Avi Offer,rotten,,"An unimaginative and toothless dark comedy that's more much meanspirited and dull than funny. It's just as disappointing as Renfield, Mafia Mamma and About My Father.","May 26, 2023"
The Machine,Luke Y. Thompson,rotten,,The best thing about The Machine is it’s not as awful as it could have been for a movie based on stand-up.,"May 26, 2023"
Past Lives,David Bax,fresh,,"The images and the characters’ spatial relationships within them become such a part of the story that, in the final act, simple moments like an awkward silence at a bar or waiting for an Uber transmit tremendous power.","Sep 28, 2023"
Past Lives,Jane Freebury,fresh,4/5,"Subtle and understated, if occasionally mundane, romantic drama, that reflects our complicated lives in a universal story about the life choices, and sweeps you away in its final climactic moments","Sep 28, 2023"
Past Lives,Àngel Quintana,fresh,,"Past Lives is based above all on two long scenes in which the characters talk, and while they do so, they evoke the wounds of time's passage. [Full review in Spanish]","Sep 28, 2023"
Past Lives,Randy Meeks,fresh,5/5,"This is, possibly, the film that has shaken me the most in the last decade, and it does so not with exaggerated moments of screams and drama, but with the perfect words to rock you into its small cosmos... [Full review in Spanish]","Sep 25, 2023"
Past Lives,Ilan Preskovsky,fresh,5/5,"Its greatness doesn't so much immediately grab you by the throat but worms its way into your affections more and more with each passing scene, building and building until it becomes impossible to deny in its note-perfect final act.","Sep 23, 2023"
Past Lives,John McDonald,fresh,,"Past Lives is notable for what it leaves out. It is a drama of accommodation, a minimalist romance in which the spectre of a grand passion is held tantalisingly at bay.","Sep 17, 2023"
Past Lives,Farah Cheded,fresh,,"A sublime, aching meditation on memory and time, practical love and idealistic romance, and all the complex contradictions that exist in between.","Sep 16, 2023"
Past Lives,Chris Wasser,fresh,5/5,"This gorgeous, life-affirming feature is one of the best I’ve seen this year.","Sep 15, 2023"
Past Lives,Tom Shone,fresh,4/5,"Past Lives is Song’s first movie, but it feels more like her ninth — it’s wonderfully assured.","Sep 12, 2023"
Past Lives,Andy Lea,fresh,5/5,Past Lives could battle Oppenheimer at the Oscars. It’s just as explosive.,"Sep 11, 2023"
Past Lives,Jonathan Romney,fresh,4/5,"Past Lives may be a weepie, but it’s a hyper-sophisticated one.","Sep 11, 2023"
Past Lives,Mark Kermode,fresh,5/5,"Plaudits to the principal cast, who do a miraculous job of portraying inner conflict and ecstasy with the merest tilt of a head, or subtle shift of a shoulder.","Sep 11, 2023"
Past Lives,Victoria Luxford,fresh,5/5,"A quietly devastating drama, Past Lives might be one of the early contenders for next year’s Oscars, and is certainly one of the best films you’ll see all year. Watch it before the awards season chatter begins.","Sep 9, 2023"
Past Lives,Charlotte O'Sullivan,fresh,5/5,Song finds the political in the personal and avoids seeming indulgent or niche.,"Sep 8, 2023"
Past Lives,Tim Robey,fresh,5/5,The film’s great magic is the way it captures the beauty of lonely cities with a camera that seems to caress their geography.,"Sep 8, 2023"
Past Lives,Paul Whitington,fresh,5/5,"There’s a certain tragedy at the heart of this story that no amount of goodwill can soothe: sometimes you don’t get over traumas, you just learn to live with them. But Past Lives, a thoroughly grown-up film, is able to accommodate this inconvenient truth.","Sep 8, 2023"
Past Lives,Daisy Jones,fresh,,"Aesthetically, too, the film is gorgeous -- like something you want to reach out and touch.","Sep 8, 2023"
Past Lives,Grant Rollings,fresh,4/5,"If you are looking for some grown up romance, don’t let Past Lives get away.","Sep 8, 2023"
Past Lives,Linda Marric,fresh,5/5,It’s barely believable that this is Song’s very first feature. Her film is simply sublime from start to finish.,"Sep 8, 2023"
Past Lives,David Stratton,fresh,4.5/5,"It is highly recommended as a touching and always subtle film about old memories, old friendships and contemporary realities.","Sep 8, 2023"
Stop Making Sense,Robert Horton,fresh,4/4,Demme’s camera seems to work its way into the flow of the concert; it’s as though we understand it from inside.,"Sep 29, 2023"
Stop Making Sense,Michael J. Casey,fresh,4.5/5,"It’s been four decades since those Stop Making Sense concerts took place, and yet the audience at my screening applauded at the conclusion of “Burning Down the House.”","Sep 28, 2023"
Stop Making Sense,Aaron Neuwirth,fresh,10/10,"Originally filmed over four nights, the results are a terrific piece of filmmaking that finds all the right ways to show a performance that begins as minimalist as possible and expands into something truly joyous, as well as weird, funky, and very fun.","Sep 27, 2023"
Stop Making Sense,Ray Pride,fresh,10/10,"Its existence is a grace... The simmering, then explosive beauty [lies] in its steady accumulation of bits and pieces, looks and glances. Building a set, assembling a sound: The construction of the equipment onstage: sweet, kooky algebra.","Sep 26, 2023"
Stop Making Sense,Ed Potton,fresh,5/5,"Everyone plays out of their skin but Byrne is the inspired star, hitting himself in the face, doing laps of the stage and reappearing for Girlfriend Is Better in his famous giant suit.","Sep 25, 2023"
Stop Making Sense,Abby Olcese,fresh,,"It’s difficult to watch Stop Making Sense and not have a great, engrossing time, a fact that’s as true now as it was in 1984. With the benefit of hindsight, it may even be more so.","Sep 22, 2023"
Stop Making Sense,Michael Phillips,fresh,4/4,"The movie is the finest imaginable version of the Talking Heads’ Speaking in Tongues tour. The concert’s physical staging elements, introduced in pieces and segments, with elegant and wryly suggestive words, create an aura of pristine unease.","Sep 22, 2023"
Stop Making Sense,Peter Bradshaw,fresh,5/5,The pleasure of the music is overpowering.,"Sep 22, 2023"
Stop Making Sense,Craig D. Lindsey,fresh,,"It’s a wonderful snapshot of a band in perfect unison, years before they would bitterly part ways.","Sep 21, 2023"
Stop Making Sense,Danny Leigh,fresh,5/5,"If the film made famous a few key props — huge suit, floor lamp — what glues you to him [David Byrne] are the characters he passes through song by song while always essentially himself.","Sep 21, 2023"
Stop Making Sense,Danielle Solzman,fresh,4/5,Stop Making Sense continues to stand the test of time and is acknowledged as one of the best concert films ever made.,"Sep 21, 2023"
Stop Making Sense,Richard Crouse,fresh,4.5/5,"The 4K Stop Making Sense restoration of the four-decade old movie is a joyful, high-energy revisiting of a classic. A document of a band working at the top of their game, it captures the love of music and performance in a way few other have.","Sep 21, 2023"
Stop Making Sense,Richard Brody,fresh,,The drama that Demme evokes in “Stop Making Sense” is the artistic self-transcendence that emerges from collaboration in performance.,"Sep 20, 2023"
Stop Making Sense,Peter Martin,fresh,,"In November 1978, I saw Talking Heads, five feet from the stage at The Roxy Theatre in Los Angeles. (Their engagement is included on the 500-seat music venue’s history page.) 

Seeing this film in IMAX was better than that.","Sep 19, 2023"
Stop Making Sense,Moira MacDonald,fresh,4/4,"We see the crew moving set pieces on stage, and we watch as a world is created, one in which people find giddy joy in making music together.","Sep 19, 2023"
Stop Making Sense,Cary Darling,fresh,5/5,"As wonderful as all this new techonology is, it would be nothing without Demme's simple framing, the band's musical intensity and Byrne's lanky, restless cool. Those were the film's strengths 40 years ago and they remain so today.","Sep 18, 2023"
Stop Making Sense,Jason Gorber,fresh,,"This is dance and drama and drums and more, a synergy of sound and passion and costumes and cacophony that’s as electric as it must have been in that room all these years ago.","Sep 17, 2023"
Stop Making Sense,Pauline Kael,fresh,,In its own terms Stop Making Sense is close to perfection.,"Sep 13, 2023"
Stop Making Sense,Ty Burr,fresh,4/4,"The movie? It’s still great and it sounds fantastic. The band? Well, you can’t go back to CBGBs anymore.","Sep 12, 2023"
Stop Making Sense,Laura Clifford,fresh,A,"Seeing this in a 4k restoration with Jerry Harrison’s remastered soundtrack on a towering IMAX screen is tantamount to having been there.  Heck, given our immersion into the stage, it might be even better.","Sep 12, 2023"
Saw,Stephanie Archer,fresh,,"From filming style to a twisty narrative structure, Saw is a film that not only bore a franchise but has retained itself as a true horror classic.","Sep 30, 2023"
Saw,James Croot,fresh,4.5/5,"Most definitely not for the faint-hearted, Saw comes with an additional, vital warning: Whatever you do, do not watch any of the far inferior sequels that it sparked.","Jan 18, 2023"
Saw,Justin Brown,rotten,2/5,I don't think this is a good movie and the performances in this were very uneven. It didn't seem as groundbreaking as it's known for.,"Oct 24, 2022"
Saw,Brandon Collins,rotten,1/5,There was nothing remotely entertaining about this film for me. Jigsaw's logic is completely insane and when you consider how much time it took for him to plan these schemes...it gets wonky very quickly.,"Oct 24, 2022"
Saw,Keith Garlington,rotten,2/5,"It’s a far cry from the ridiculous gore-soaked torturefest the franchise has since become, but it still isn’t particularly good horror.","Aug 25, 2022"
Saw,Trace Thurman,fresh,4/5,"While the torture porn moniker is more appropriate for the sequels that follow, Saw is a nasty piece of work with a compelling mystery at its center and an ending to die for.","May 25, 2021"
Saw,Joe Lipsett,fresh,3.5/5,"Critically derided and unfairly slapped with the Torture Porn moniker, Saw is a reflection of post 9/11 anxieties, a bastion of low budget horror filmmaking and one of the few truly iconic franchises of the 00s. Get Jiggy with it","May 21, 2021"
Saw,Shaun Munro,fresh,3.5/5,"The original Saw may be rough round the edges, but that unvarnished quality has a sure charm that its more cynical successors lack.","May 20, 2021"
Saw,Matt Conway,fresh,,Saw remains a beloved genre staple.,"Apr 17, 2021"
Saw,Dan Buffa,fresh,,A twist ending for the ages always helps a genre shine up good for the camera.,"Nov 6, 2020"
Saw,C.J. Prince,fresh,,"Say what you want about the acting or even the franchise as a whole, but Saw includes one of the most unforgettable endings that you won't see coming.","Jun 20, 2019"
Saw,Sean Fennessey,fresh,,"Never terribly clever, but always intestinally challenging, this successful and discomfiting collection of films shows art in extremis-a real-time effort to take mainstream entertainment to its most brutal end point.","Jan 29, 2019"
Saw,Jordan Crucchiola,fresh,,"The sound of Jigsaw's gravely voice pouring out of the tape recorder is still as ominous a sound as one could imagine, and the big reveals still come as a genuine shock.","Oct 27, 2017"
Saw,Zachary Doiron,fresh,,"It may not be one of the horror greats that many people seem to make it out to be, but Saw is crafty and ambitious enough to warrant a horror buff's time.","Aug 31, 2017"
Saw,Gary Wolcott,fresh,3.5/5,The horror flick Saw started a chain-Saw of sequels and that is now one of the most successful of the chop-and-slash variety. It's not a bad way to spend a Halloween evening.,"Oct 31, 2014"
Saw,David Germain,rotten,,"How such a cruelly empty and infantile movie got made is mystery enough. More puzzling is why Cary Elwes, Danny Glover and Monica Potter would sign on as co-stars.","Oct 27, 2014"
Saw,James Christopher,rotten,,"James Wan's horror film Saw is full of demented twists and guilty-looking actors, but the scenario is cruel enough to make you squirm.","Oct 27, 2014"
Saw,Mike Goodridge,rotten,,Saw is a sub-Se7en B-movie serial killer chiller with more high concepts stuffed into its 100 minutes than it can handle.,"Oct 27, 2014"
Saw,David Gritten,rotten,,"[A] contrived, unlovable gore-fest with a high-concept premise.","Oct 27, 2014"
Saw,Matt Soergel,fresh,2.5/4,"It is all, of course, total nonsense. But for horror fans it's good nonsense, in the way that a creepy urban legend told by flashlight in a tent at 2 a.m. can be fine and dandy nonsense.","Oct 27, 2014"
Megalomaniac,Sarah Vincent,fresh,3/4,"The film contains graphic depictions of violence, rape and revenge, emblematic of New Extreme films – the European genre that makes American torture porn feel genteel and restrained.","Sep 30, 2023"
Megalomaniac,Randy Myers,fresh,3/4,"It’s a tough but well-made film that raises provocative questions that are certain to make everyone in the audience uncomfortable, as they should.","Sep 27, 2023"
Megalomaniac,Bobby LePire,fresh,8.5/10,"Schumacher owns her role in a way that is both empathetic and frustrating. While this is an unnerving, uncomfortable watch, it is also profound.","Sep 15, 2023"
Megalomaniac,Dan Scully,fresh,,"The thematics wrenched from this profoundly upsetting story speak on the self-perpetuating nature of violence, while simultaneously questioning the dark, albeit human catharsis achieved by revenge.","Sep 13, 2023"
Megalomaniac,Chris Ward,fresh,,Megalomaniac is a step towards making horror more visually disturbing again and its defiant grimness a reminder that happy endings are not always the most satisfying ones,"Sep 8, 2023"
Megalomaniac,Mark Dujsik,rotten,2/4,"Megalomaniac ... [is] presumably about the cyclical nature of violence. It's mostly about the violence, though...","Sep 8, 2023"
Megalomaniac,Jarrod Jones,fresh,8/10,The latest disturbing dispatch from Belgian director Karim Ouelhaj is a brutal and uncompromising familial horror movie that stampedes over boundaries and taste.,"Sep 7, 2023"
Megalomaniac,Avi Offer,rotten,,"Overlong, tedious, vapid and exhausting.  This isn't A Serbian Film, after all, so it doesn't really push the envelope like that depraved cult classic.","Sep 5, 2023"
Megalomaniac,Laura Clifford,fresh,A-,"With “Megalomaniac,” Ouelhaj not only has actual ideas about the perpetuity of evil, but has crafted an artistically arresting horror film","Sep 2, 2023"
Megalomaniac,Mary Beth McAndrews,fresh,4/5,"‘Megalomaniac’ is top-tier European arthouse feel-bad horror cinema that, paired with stunning cinematography, will thrill extreme horror fans.","May 5, 2023"
Megalomaniac,Jonathan DeHaan,fresh,6/10,"Not a movie that is going to cheer you up after a long, hard day at work but it is a creative twist on True Crime and a deep dive into the twisted psychology of two people that see murder simply as the family business.","Nov 2, 2022"
