Movie,Critic Name,Critic Rating,Critic Original Score,Critic Text,Critic Date
Birdman,Ian Thomas Malone,fresh,,"While the film's technical prowess gives the audience much to digest from scene to scene, Birdman largely succeeds on the strength of its cast.","Sep 22, 2021"
Birdman,Jason Adams,rotten,,Serious as a poodle in a miniskirt sipping on an apple martini,"Jul 2, 2021"
Birdman,Richard Crouse,fresh,4.5/5,What could have been a stunt turns into a visual rollercoaster that propels the action forward constantly while creating a unique and stylish palette for the story.,"Feb 2, 2021"
Birdman,Mike Massie,fresh,9/10,Here not a single performance falters.,"Dec 4, 2020"
Birdman,Film Companion Staff,fresh,,"The entire film was shot to resemble a single long take and its cast included Edward Norton, Zach Galifianakis, and Emma Stone. Need we say more?","Oct 28, 2020"
Birdman,Joanne Laurier,fresh,,"In general, Birdman is entertaining (Keaton and Norton are both excellent), although somewhat overheated","Aug 13, 2020"
Birdman,Kelechi Ehenulo,fresh,4/5,Birdman: or the Unexpected Virtue of Ignorance is a highly imaginative film that delivers on a compelling story and brilliantly executed technique with the camera.,"Jul 17, 2020"
Birdman,Brent McKnight,fresh,B-,"A big, bold movie, the kind that takes aesthetic and thematic risks, and that grabs you from frame one and practically screams at you to pay attention. It's also very convinced of its own cleverness.","Jul 7, 2020"
Birdman,Yasser Medina,fresh,8/10,"That analogy of the ups and downs of fame that shakes actors in the entertainment culture, is what keeps it flying at the heights of the best movies of the year. [Full review in Spanish]","Jun 26, 2020"
Birdman,Kathi Maio,fresh,,...this is one film that deserves the descriptor of tour de force.,"Mar 11, 2020"
Birdman,Chris McCoy,fresh,,"A sprawling, thrilling film that, for better and worse, is one of the most fully realized personal visions to hit screens in years.","Jan 9, 2020"
Birdman,Danielle Solzman,fresh,5/5,"When it comes to filmmaking, the Michael Keaton-starring Birdman (or The Unexpected Virtue of Ignorance) is a unique achievement in cinema.","Jan 2, 2020"
Birdman,David Harris,rotten,1.8/5,Two hours of Birdman is 110 minutes too many.,"Nov 27, 2019"
Birdman,Katie Smith-Wong,fresh,5/5,"Birdman is essentially a simple story that is made extraordinary by its direction, cast and concept.","Nov 26, 2019"
Birdman,Nicholas Bell,fresh,4.5/5,It's one of the most invigorating and passionately rendered films you could hope to see in this or any other year.,"Sep 6, 2019"
12 Years a Slave,Mark Johnson,fresh,,"A searing and thought-provoking portrait of pre-Civil War American slavery... 12 Years a Slave is an absorbing and divinely crafted film, even if it is a brutal watch.","Jun 14, 2023"
12 Years a Slave,Jennifer Bisset,fresh,,"More than just a prestige, period film, it's a difficult but necessary viewing experience.","Apr 20, 2023"
12 Years a Slave,Vadim Rizov,fresh,,"Given 12 Years A Slave’s subject matter, it’s a welcome surprise that John Ridley’s script pushes McQueen to prove he can proficiently execute multiple tones.","Jan 25, 2023"
12 Years a Slave,Keith Garlington,fresh,4/5,Piercing and heart-wrenching.,"Aug 27, 2022"
12 Years a Slave,Brian Eggert,fresh,4/4,"Unsettling and painful to behold, but from the lows of human civilization emerges a courageous and moving motion picture.","Aug 22, 2022"
12 Years a Slave,Josh Parham,fresh,10/10,McQueen's vision is one that articulates the overwhelming bleakness of this chapter of history while also recognizing the fleeting moments of emotional serenity that could oddly descend.,"May 27, 2022"
12 Years a Slave,Justin Brown,fresh,4/4,"A lot of the slave movies we see turn around and become a white savior movie, which this one avoided. Every element of this film is done so well and always has a deeply emotional impact on me. It is really captivating.","Feb 24, 2022"
12 Years a Slave,Brandon Collins,fresh,3/4,"Steve McQueen did a masterful job of finding the balance between some heavy content while making it look visually stunning. The score, performances and cinematography was phenomenal.","Feb 24, 2022"
12 Years a Slave,Catherine Springer,fresh,4/5,"It is a story that demanded to be told, demanded to be heard and it is absolutely perfectly done and deserves to be seen.","Jul 25, 2021"
12 Years a Slave,Jason Adams,fresh,A,Steve McQueen's film renders the unfathomable brutality of this period in our history tangible in a way that I've never seen captured on-screen before,"Jul 2, 2021"
12 Years a Slave,Joanne Laurier,rotten,,"Any understanding of slavery as a historical phenomenon is absent, despite the occasional reference to slaves as property.","Feb 27, 2021"
12 Years a Slave,Dustin Chang,fresh,,Masterful filmmaking.,"Feb 24, 2021"
12 Years a Slave,Tyler Smith,rotten,,"In 12 Years a Slave, Solomon Northup's story is tragic and infuriating, but only because slavery itself was tragic and infuriating. Beyond that, the story feels generic.","Feb 16, 2021"
12 Years a Slave,Richard Crouse,fresh,4.5/5,"A harrowing, stark movie that is equal parts educational and devastating.","Jan 31, 2021"
12 Years a Slave,Nijla Mu'min,fresh,,"Director McQueen, drawing on the visual aesthetic of his previous works Shame and Hunger, never shies away from frames that capture the ways that beauty exists in the most painful situations.","Jan 20, 2021"
12 Years a Slave,Mike Massie,fresh,6/10,"The subject matter lends itself to compelling stories, but the characters that suffer the worst injustices aren't the primary focus and receive no closure.","Dec 3, 2020"
12 Years a Slave,Richard Propes,fresh,4.0/4.0,It seems impossible to think of anyone turning in as fine a performance as Ejiofor does here.,"Sep 24, 2020"
12 Years a Slave,Stephen A. Russell,fresh,5/5,"It may have taken its time to daunder down under, garnering plenty of awards buzz behind it, but late January finally saw Steve McQueen's impeccably crafted slavery epic hit our shores, and boy was the eventual Best Picture Oscar-winner worth the wait.","Aug 26, 2020"
12 Years a Slave,Allen Almachar,fresh,A,"An incredible story of a man who clung to the hope of returning to his family, and used it to push away the horrible world he was forced into.","Jul 23, 2020"
12 Years a Slave,Kelechi Ehenulo,fresh,5/5,I only have one word to describe 12 Years a Slave - masterpiece.,"Jul 15, 2020"
Argo,Mark Johnson,fresh,,Lines of historic moments are blurred in Ben Affleck’s dramatization of the rescue of diplomats during the Tehran hostage crisis of 1979. But who’s complaining? (Argo) is an extremely rewatchable movie.,"Jun 27, 2023"
Argo,Brian Eggert,fresh,4/4,"Affleck has not only reminded us that his best performances come when he’s in control, but that he’s also a considerable force behind the camera.","Sep 23, 2022"
Argo,Keith Garlington,fresh,4.5/5,It grabs you and holds you right through to its nail-biting finale.,"Aug 19, 2022"
Argo,Danilo Castro,fresh,8/10,"The film goes out on a high with a third act that never lets up. The tension that informed the opener returns, and Affleck, utilizing his skill for pacing and cross-cutting, manages to make the foregone conclusion of a successful mission feel revelatory.","Aug 18, 2022"
Argo,Don Shanahan,fresh,5/5,Argo is an extremely impressive and well-crafted political thriller that would carry a resonance even without the timely present happenings.,"Aug 14, 2022"
Argo,Jason Adams,rotten,,"Hold your head high, Argo. But, well, not too high. High-ish.","Jul 2, 2021"
Argo,James Croot,fresh,4/5,"Students of history will find plenty to carp about, which does slightly spoil the overall effect, but as a searing slice of entertainment Argo is hard to fault.","Dec 28, 2020"
Argo,Mike Massie,fresh,8/10,"The subject matter hasn't lost any of its edge, especially with the continued bedlam in the Middle East.","Dec 1, 2020"
Argo,Richard Propes,fresh,4.0/4.0,"Sometimes, it's the most absurd ideas that make for the most compelling stories and cinema.","Sep 2, 2020"
Argo,Brent McKnight,fresh,B,"After the frame is built, the plan is set in motion, and the tight pace and constant tension zip you along towards one of those finales where, once it's over, you realize that you've been leaning forward and forgot to breathe.","Jul 9, 2020"
Argo,Yasser Medina,fresh,7/10,'Argo' is a superb thriller. [Full review in Spanish],"Jun 25, 2020"
Argo,David Lamble,fresh,,Who would have thought that anyone could have pulled off an audience-friendly comedy/drama on the 1979 Iranian hostage crisis?,"Jun 19, 2020"
Argo,Danielle Solzman,fresh,4.5/5,"While Argo does have it's flaws, the film strives for overall authenticity.","Apr 3, 2020"
Argo,Jim Ross,fresh,,"Although the partially true story succumbs to some rather silly Hollywood tropes towards the end, ARGO does an engaging job of burnishing both sides of the Affleck coin.","Feb 13, 2020"
Argo,Katie Smith-Wong,fresh,5/5,"You cannot call it a comedy, you cannot even call it a straight book-to-film adaptation - but you can call Argo so many other things: a satirical political thriller, gripping, tense...and fantastic.","Nov 26, 2019"
Argo,David Harris,fresh,3.2/5,"A detailed, true story that has some trouble finding its footing between political thriller and suspense movie.","Nov 13, 2019"
Argo,PJ Nabarro,rotten,2/5,The film plays out in the broadest of broad strokes with Affleck employing a lowest common denominator tone that would make the most hackneyed of Hollywood filmmakers proud.,"Oct 31, 2019"
Argo,Brian D. Johnson,fresh,,"As a director Affleck's impressive, expanding on the promise he showed in Gone Baby Gone and The Town. He's adopted a much lighter style for Argo, with a zippy curve-ball narrative spins from wit to suspense.","Jul 31, 2019"
Argo,Leslie Combemale,fresh,,You've really got to hand it to Affleck.,"Jul 29, 2019"
Argo,Mattie Lucas,fresh,3.5/4,Both a riveting spy thriller and an emotionally engaging piece of historical filmmaking.,"Jun 8, 2019"
The Artist,Danilo Castro,fresh,7/10,"It isn’t easy to get modern audiences to engage with a film that looks like it was made a century prior. Yet, that’s precisely what director Michel Hazanavicius manages to do.","Aug 31, 2023"
The Artist,Mark Johnson,fresh,,"The Artist, as cute and charming as it was when it came out, falls into the severely niche category a decade later.","Jun 27, 2023"
The Artist,Brian Eggert,fresh,4/4,"It’s the opposite of everything that sells at the box office today, and it’s a pure delight from start to finish.","Mar 1, 2023"
The Artist,Sean Axmaker,fresh,,"It is an appreciation of silent cinema from a director who quite deftly incorporates the flavor of silent moviemaking, with its physically expressive acting, longer shots, and more patient editing rhythms, with a more modern sensibility...","Oct 9, 2022"
The Artist,Diego Batlle,fresh,6.5/10,"Likable, visually captivating, and not without ingenuity even though it has a hard time transcending the clichés on which it's built. [Full review in Spanish]","Oct 4, 2022"
The Artist,Keith Garlington,fresh,5/5,“The Artist” reminds us of everything that is magical about movies. It reminds us of a time when creativity trumped huge elaborate effects and million dollar set pieces.,"Aug 19, 2022"
The Artist,Don Shanahan,fresh,5/5,"""The Artist"" calls back to the when the beauty and power of single looks and precise movements driven by beautiful film scores meant something before they became filler.","Aug 14, 2022"
The Artist,James Wegg,fresh,4/5,Words defeat me,"May 8, 2022"
The Artist,Kent Garrison,fresh,A-,"The Artist holds up as a great technical achievement, but that's about it.","Dec 26, 2021"
The Artist,PJ Nabarro,fresh,3/5,"Hazanavicius deserves credit for making his thesis on silent movies so digestible and entertaining, and there is much to engage with in The Artist.","Oct 25, 2021"
The Artist,Jason Adams,fresh,,Jean Dujardin is like flashbulbs bursting in your eyeballs. He's every inch the movie star the movie demands and then sixteen swaggering steps further. Total hammy megawatted perfection.,"Jul 2, 2021"
The Artist,Joanne Laurier,rotten,,Much care has been given to the look of the film. But its originality and effort stop there.,"Feb 28, 2021"
The Artist,Mike Massie,fresh,10/10,The experiment in recreating a silent motion picture is superbly realized.,"Nov 30, 2020"
The Artist,Richard Propes,fresh,4.0/4.0,It achieves a contemporary greatness.,"Sep 2, 2020"
The Artist,Kelechi Ehenulo,fresh,3.5/5,"While Singin' in the Rain will always remain my favourite musical ever, The Artist is a different experience all together - one that may surprise you if you give it a chance.","Jul 16, 2020"
The Artist,Yasser Medina,fresh,8/10,A film that reminds us why we love celluloid with the drops of nostalgia spilled on all the shots that compose it. [Full review in Spanish],"Jun 24, 2020"
The Artist,Pamela Hutchinson,fresh,,"At its best, The Artist is a triumphantly modern silent film, which shows the influence of Fritz Lang, Josef von Sternberg, and Frank Borzage but never looks like a relic.","Mar 18, 2020"
The Artist,Sarah Knight Adamson,fresh,4/4,"Visually, the film is stunning with spot-on direction by Michel Hazanavicius...","Jan 22, 2020"
The Artist,Felicia Feaster,fresh,,"Movies don't get much more ebullient, charming, and heart-skippingly cute than the romantic comedy The Artist.","Jan 17, 2020"
The Artist,Katie Smith-Wong,fresh,4/5,[Director Michel Hazanavicius'] extensive research and efforts to ensure that The Artist is a respectable homage to silent cinema is admirable... it was a labour of love that was well worth the time.,"Dec 10, 2019"
The Kings Speech,Brian Eggert,fresh,4/4,"This is a life-affirming picture about a complex friendship and personal conviction that’s as touching as it is inspiring, and it does all this without feeling cliché or typical.","Aug 3, 2023"
The Kings Speech,Mark Johnson,fresh,,"With impeccable period detail accompanied by a few great performances, The King’s Speech is a crowd-friendly, uncomplicated film with a big heart.","Jun 27, 2023"
The Kings Speech,Bill Newcott,fresh,5/5,"Reminds us of a time — not long ago at all — when substance counted for something, and admiration, even among those born to privilege, had to be earned.","Apr 1, 2023"
The Kings Speech,Sean Axmaker,fresh,,"It’s done with good taste, crisp restraint, self-effacing humor and, of course, the modesty we expect from British cinema. Stiff upper lip and all that, with just a touch of sentiment.","Feb 4, 2023"
The Kings Speech,Wendy Ide,fresh,,Firth strikes a perfect balance between his abrasive traits and the vulnerability that coaxes our empathy.,"Nov 29, 2022"
The Kings Speech,Rene Jordan,fresh,,This spiritual odyssey deserves to be told and in the splendid manner of The King's Speech. [Full review in Spanish],"Jul 14, 2022"
The Kings Speech,Don Shanahan,fresh,5/5,"""The King's Speech"" tells this very personal story of therapy and friendship in such an exquisitely grand and fulfilling way.","Feb 12, 2022"
The Kings Speech,James McMahon,fresh,3.5/5,A brilliantly made Royalist drama...,"May 25, 2021"
The Kings Speech,Mike Massie,fresh,8/10,"While there is mild mounting tension, the crux of the film rests on a mere speech recital which is in itself largely anticlimactic.","Nov 29, 2020"
The Kings Speech,Richard Propes,fresh,4.0/4.0,The holiday season's must see film.,"Sep 13, 2020"
The Kings Speech,Brent McKnight,rotten,C,"A wonderfully-acted, well-crafted motion picture, but one that is also brutally dull.","Jul 12, 2020"
The Kings Speech,David Lamble,fresh,,"This Oscar-bait tour de force should leave you laughing, and perhaps shedding a tear for a very human monarch.","Jun 8, 2020"
The Kings Speech,Federico Furzan,fresh,3.5/4,"Sure, it's predictable. But Hooper is a fine storyteller and this is an undeniably fine work. [Full review in Spanish].","Jun 2, 2020"
The Kings Speech,Nikki Baughan,fresh,5/5,[T]his film is a genuine delight.,"Oct 23, 2019"
The Kings Speech,Mattie Lucas,fresh,3/4,"A strong and respectable drama that is anything but revolutionary, but admirably tells its story with dignity and grace.","Jun 7, 2019"
The Kings Speech,Micheal Compton,fresh,A,Firth's performance in this great film cements his status as one of the best actors working today.,"May 8, 2019"
The Kings Speech,Jeff Simon,fresh,3/5,"Some people never learn. Which is why the great pedagogical movies are for all of us, every last one.","Feb 20, 2019"
The Kings Speech,Donald Clarke,fresh,,"Travel without prejudice and you will enjoy a moving, impeccably acted and surprisingly funny slice of comfort food. There are worse ways of starting an unpromising looking year.","Feb 20, 2019"
The Kings Speech,Abbie Bernstein,fresh,A-,"The King's Speech lingers in the mind and the emotions long after it ends, communicating to us in the spirit of Logue's work.","Feb 16, 2019"
The Kings Speech,Nathalia Aryani,fresh,,"What's so interesting about watching a stammering British royal in the 1930s learning to speak well? As it turns out, plenty.","Jan 19, 2019"
The Hurt Locker,Brian Eggert,fresh,3.5/4,"More enduring than your typical war movie, Bigelow has constructed a suspenseful and confident motion picture about addiction, filled with biting observations about why some go to war, and then why some stay.","Sep 4, 2023"
The Hurt Locker,Mark Johnson,fresh,,"Evocative and unsettling, The Hurt Locker remains an outstanding and cautionary war drama.","Jun 14, 2023"
The Hurt Locker,Wendy Ide,fresh,,... An unflinching look at the personal cost of being really good at a really tough job.,"Sep 30, 2022"
The Hurt Locker,Matt Brunson,fresh,3/4,"Never does Bigelow falter in her direction, which, by adroitly alternating between muscular and sensitive, reapplies a recognizable face to a conflict that has largely slipped from the American public conscious with all the wispiness of a bad dream.","Feb 19, 2022"
The Hurt Locker,David Walsh,rotten,,"The Hurt Locker, despite claims about its ""apolitical"" or ""non-partisan"" character, proves in its own unsavory fashion to be a pro-war and pro-imperialist film.","Feb 13, 2021"
The Hurt Locker,Mike Massie,fresh,8/10,"Powerful, alluring, and eye-opening entertainment.","Nov 28, 2020"
The Hurt Locker,Jason Best,fresh,,"Switching effortlessly between passages of nerve-shredding suspense and ones of adrenalin-charged excitement, The Hurt Locker blows away the competition.","Nov 24, 2020"
The Hurt Locker,Richard Propes,fresh,3.5/4.0,A muscular film that literally embeds the audience inside the hell that is war.,"Sep 11, 2020"
The Hurt Locker,David Lamble,fresh,,"Jeremy Renner and Anthony Mackie exchange drunken punches to the gut as we wonder what civilian life could offer that might possibly compete with this sweaty, boozy, dirty love.","Jun 18, 2020"
The Hurt Locker,Debbie Lynn Elias,fresh,,"[A] riveting, nail biting, action-packed, tension-filled film that pounds the screen with jack hammering intensity. Powerful. Visceral. One of the finest war movies of all time that will find a home in history among the best of the best.","Nov 13, 2019"
The Hurt Locker,Mattie Lucas,fresh,3.5/4,"As taut and tense as a trip-wire, The Hurt Locker / is a go-for-broke, hang on for dear life, action thrill ride.","Aug 5, 2019"
The Hurt Locker,Micheal Compton,fresh,A,An edge-of-your-seat thriller that also manages to have a heart and soul.,"May 16, 2019"
The Hurt Locker,Amie Simon,fresh,,"Portraying the effects of war both psychologically and physically, The Hurt Locker features amazingly beautiful direction and superb performances.","Mar 12, 2019"
The Hurt Locker,A.S. Hamrah,rotten,,"While many films have tried to present the American family's consumerist nightmare before, Bigelow's film is one that really makes you feel it.","Apr 30, 2018"
The Hurt Locker,Emilio Luna,fresh,8/10,One of the best films of 2009. [Full review in Spanish],"Mar 2, 2018"
The Hurt Locker,Juan José Beteta,fresh,,"...possibly one of the best war films, despite its low budget and its apparently limited significant range, centered on the role of the hero and the sense of heroism, in the context of the American occupation of Iraq. [Full review in Spanish]","Mar 2, 2018"
The Hurt Locker,Sergio López Aguirre,fresh,4.5/5,"The Hurt Locker thus enters the select group of war films that address in a masterly way the eternal question ""why should man fight for reasons he does not know?"" [Full review in Spanish]","Mar 2, 2018"
The Hurt Locker,Josué Corro,fresh,,... a modern classic. [Full review in Spanish],"Mar 2, 2018"
The Hurt Locker,Sr. Rose Pacatte,fresh,,Visceral.,"Mar 1, 2018"
The Hurt Locker,Gautaman Bhaskaran,fresh,4/5,"In some ways, The Hurt Locker defies the conventional narrative pattern of cinema. Bigelow's work must be seen as a power-packed punch that lands right on your face.","Feb 28, 2018"
Slumdog Millionaire,Mark Johnson,fresh,,"Admittedly, the narrative can be unapologetically sentimental, but Boyle and his team execute it with such finesse that it becomes impossible not to embrace this tender film.","Jun 14, 2023"
Slumdog Millionaire,Mike Massie,fresh,8/10,"Even with its minor faults, the movie is, on the whole, an astoundingly uplifting, monumentally feel-good picture.","Nov 28, 2020"
Slumdog Millionaire,Richard Propes,fresh,4.0/4.0,It's such a beautifully rendered film that I'll not be disappointed when it receives its expected Oscar nomination.,"Sep 23, 2020"
Slumdog Millionaire,Leigh Paatsch,fresh,4.5/5,"A soft-hearted fairytale told with a hard-headed social conscience, every scene coursing with energy, emotion, colour and, above all else, pure life.","Apr 17, 2020"
Slumdog Millionaire,Felicia Feaster,fresh,,"Slumdog is imprinted with a uniquely action-packed, peppy Boyle-ian sensibility, from its guttersnipe humor to an unrestrained joy in the imagination and hopefulness of children.","Jan 27, 2020"
Slumdog Millionaire,Debbie Lynn Elias,fresh,,A. - Movie magic at its most glorious; B. Danny Boyle's Masterpiece; C. A celebration of life and love with a little help from Destiny; D. All of the Above. My Final Answer: D. All of the Above.,"Nov 16, 2019"
Slumdog Millionaire,Nikki Baughan,fresh,5/5,"[T]he perfect mix of comedy and drama, love story and thriller to make it enjoyable, thought-provoking and endlessly watchable.","Oct 30, 2019"
Slumdog Millionaire,Kate Rodger,fresh,5/5,"An example of a film that's a triumph of all its parts, wherein there are certainly faults, but you're prepared to forgive it.","Sep 7, 2019"
Slumdog Millionaire,Mattie Lucas,fresh,3.5/4,A crowd pleaser in the very best sense of the word,"Jun 6, 2019"
Slumdog Millionaire,Kenneth R. Morefield,fresh,4/5,"Are there causal connections between hardships and subsequent joys, and if so, are the latter compensations for the former or simply inevitable turns of the wheel of fortune?","May 25, 2019"
Slumdog Millionaire,Micheal Compton,fresh,A,"From the opening shot to the nod to Bollywood in the final credits, this is a film that filled me with sheer joy - more so than any other 2008 release.","May 22, 2019"
Slumdog Millionaire,Brandy McDonnell,fresh,4/4,"[It] so effectively transports viewers to the busy, vibrant, contradictory streets of Mumbai...","Aug 14, 2018"
Slumdog Millionaire,A.S. Hamrah,rotten,,Audacious even for a filmmaker as crass as Danny Boyle.,"Apr 30, 2018"
Slumdog Millionaire,Sr. Rose Pacatte,fresh,,The actors project a special authenticity that engages the viewer.,"Mar 1, 2018"
Slumdog Millionaire,Toni Vall,fresh,3/5,Boyle takes advantage of the different moments of the boy's life to immerse himself into painful reality... [Full review in Spanish],"Feb 28, 2018"
Slumdog Millionaire,Harry Kloman,rotten,,"It's a big spoonful of sugar, and I suspect its message will finally be lost on its core audience of cinematic junk-food junkies.","Feb 27, 2018"
Slumdog Millionaire,Virginia Montes,rotten,2/5,Slumdog Millionaire is a film loaded with clichés. [Full Review in Spanish],"Feb 27, 2018"
Slumdog Millionaire,Shubhra Gupta,fresh,,"It's not about poverty pornography. It's not about a White guy showing us touchy Brown-skins squatting by the rail-tracks. In the end, it's just about a film, which sweeps you up and takes you for an exhilarating ride on the wild side.","Jan 27, 2018"
Slumdog Millionaire,Vadim Rizov,rotten,,"Slumdog is instantly recognizable, but rarely compelling","Dec 13, 2017"
Slumdog Millionaire,Jason Best,fresh,,"As cinematographer Anthony Dod Mantle's camera zips and darts through slum alleyways and soars to the heights of Mumbai's thrusting new skyscrapers, the vitality of modern India bursts from the screen.","May 21, 2017"
